  -1.1339681e+00   2.8831157e+00
   1.1843365e+00   2.6798038e+00
  -4.5383877e+00   3.8175163e+00
  -1.9499936e-01   3.4901592e+00
  -6.3064436e-01   3.7652512e+00
  -1.7356955e+00   3.7782790e+00
   2.9580958e+00   1.5196948e+00
  -1.2028138e+00   3.5403640e+00
   2.6218993e+00   2.9084610e+00
   3.9275227e+00   2.2397476e+00
   5.2938876e-01   2.3064046e+00
   1.8333980e+00   4.2814578e+00
   2.9185519e+00   2.1902624e+00
   7.5706595e-01   1.7631816e+00
   2.6226104e+00   3.2146864e+00
  -2.7876945e+00   5.0107718e+00
   4.3312715e+00   3.0255544e+00
  -1.9686880e+00   3.3082994e+00
  -4.4865078e+00   2.0617528e+00
   5.1534955e+00   4.6742160e+00
   8.1181962e-01   3.1249882e+00
   2.3467634e+00   3.5301013e+00
  -8.9775417e-02   2.0479318e+00
  -2.0617502e+00   3.8540428e+00
  -8.2189656e+00   3.3891457e+00
   2.8788370e+00   1.8439989e+00
   1.3994640e-01   3.0397401e+00
   4.0797128e-01   2.5494014e+00
   2.2168161e+00   3.1092479e+00
  -3.2580454e+00   2.7494472e+00
  -1.1883357e+00   2.8100983e+00
   4.4419835e+00   1.9670865e+00
   2.7935939e+00   2.6767081e+00
  -2.8438438e+00   3.7665269e+00
  -5.6097927e+00   4.7446732e+00
  -7.1373896e-01   1.8394801e+00
   1.6419894e+00   5.3774119e+00
   3.8271308e+00   4.5260780e+00
   1.2811765e+00   3.1685075e+00
  -2.3669352e+00   2.6987935e+00
   1.9184735e+00   2.3013457e+00
  -2.5170046e+00   3.8327706e+00
  -1.8828997e+00   2.3053947e+00
  -9.6120505e-01   2.5381170e+00
  -2.6881809e+00   3.8836171e+00
   1.8710461e-01   3.4359442e+00
  -1.6998502e+00   3.8967474e+00
   1.4294159e-01   3.5047320e+00
  -3.8726463e-01   2.5991029e+00
  -2.2935564e-01   2.4861520e+00
  -5.1061695e-01   3.7963676e+00
   4.6998913e+00   2.3288098e+00
   2.8309157e+00   4.1866590e+00
   1.1772165e+00   3.7907020e+00
  -3.4008402e+00   3.2877215e+00
  -3.8774098e+00   3.0032261e+00
  -4.8942572e+00   3.3656172e+00
   8.8155873e+00   6.5266778e+00
   3.9171244e+00   2.8875633e+00
   1.7709429e+00   1.4434061e+00
  -1.9227214e+00   4.9151023e+00
  -2.4390932e+00   3.6098461e+00
   2.6429185e+00   2.3520884e+00
   5.6952520e+00   5.6173349e+00
  -4.0800310e+00   3.5509504e+00
  -3.4819208e-01   3.2942037e+00
   7.4712378e-01   2.2221562e+00
  -4.9759915e+00   1.9350699e+00
   3.5237370e+00   1.2315860e+00
  -2.4397675e-01   2.5770805e+00
   6.7365425e+00   1.9468976e+00
  -1.7269620e-01   3.6477552e+00
   2.2275462e+00   2.6823718e+00
  -2.4272845e+00   4.7689916e+00
  -8.7459133e-01   4.5105824e+00
  -2.5061685e+00   3.1640103e+00
   2.1777258e+00   2.7172363e+00
   4.9055185e+00   4.1521658e+00
  -7.8092529e-01   1.8534924e+00
   2.3091262e+00   3.6736987e+00
  -5.1308744e-01   2.3308870e+00
   1.3063231e+00   2.5996773e+00
   4.5887516e+00   2.3281976e+00
   1.3608484e+00   3.5756290e+00
  -2.1105302e+00   2.2219065e+00
  -1.5713097e+00   1.9364388e+00
   4.9037709e-01   3.5529783e+00
   4.2499516e-01   2.5765712e+00
  -1.5974456e+00   3.3615872e+00
   1.5419924e+00   2.6481108e+00
   4.7995854e+00   3.2695407e+00
   2.4649214e-01   4.3555064e-01
   3.8628985e-01   3.4658641e+00
  -5.6045657e+00   4.8535609e+00
  -1.3235393e+00   4.0392893e+00
  -3.1798178e+00   3.9108966e+00
  -1.5870395e-01   2.7602687e+00
   2.5767591e+00   3.1809981e+00
   5.5698078e+00   3.2442495e+00
   6.3954834e+00   3.0963929e+00
   5.7296068e+00   5.0245797e-01
   5.8456791e+00   2.5565118e+00
   5.4517033e+00   1.4461251e+00
   5.7534951e+00  -3.5665122e+00
   5.9096303e+00  -5.6579090e+00
   6.0229206e+00   8.0386293e-01
   5.9681084e+00  -4.6712774e+00
   6.3056676e+00  -8.6648618e-01
   6.0546588e+00  -9.2904103e-01
   6.9070077e+00   3.4543362e+00
   6.1560119e+00  -1.1384285e+00
   6.9022469e+00  -2.0146461e+00
   5.6384393e+00  -5.2838065e-01
   6.2632735e+00  -5.0839030e-01
   5.8698746e+00  -8.5990958e-01
   6.3000713e+00  -2.2171610e+00
   6.2969654e+00  -3.4451868e+00
   4.9069892e+00  -3.6699928e-01
   5.3364784e+00  -3.6857385e+00
   5.2794932e+00  -3.0643687e+00
   6.2009222e+00   1.6624318e+00
   6.7351006e+00  -1.8378064e+00
   5.8365929e+00  -1.2806434e+00
   6.4061615e+00   7.9964466e-01
   6.2727701e+00  -1.6002220e+00
   5.4741838e+00   1.0587314e+00
   6.1987335e+00  -1.6901319e+00
   5.6240526e+00   1.0256037e+00
   6.7581334e+00   2.5866917e-01
   5.9837167e+00  -1.4260302e+00
   6.8179998e+00  -2.7313946e+00
   5.7874708e+00  -3.0862166e+00
   6.2947167e+00  -1.5401376e+00
   5.9686044e+00  -1.8762827e+00
   4.9890205e+00  -1.8173486e+00
   5.5089342e+00   9.6709047e-01
   6.3062556e+00  -1.5953943e+00
   5.9725569e+00   1.2873578e+00
   5.4406340e+00  -2.0632402e+00
   5.6868107e+00   9.4513146e-01
   6.1247589e+00  -2.0445010e+00
   5.5034905e+00  -6.4684441e-01
   6.4874751e+00   9.4147565e-01
   5.6796452e+00  -1.8279445e+00
   6.9044313e+00  -1.8765410e+00
   5.4600669e+00   3.0067812e+00
   6.0995947e+00   9.0198700e-01
